"Time / Date",Username,Action,"List of Data Changes OR Fields Exported",Record
"2023-09-15 18:27",gsplmoura,"Manage/Design Copy alert ","Alert #14 copied from Alert #7",
"2023-09-15 18:27",gsplmoura,"Manage/Design Modify alert ","Alert #7, alert_title = 'PP: Alerta de evento adverso - avaliação de nexo causal ', alert_type = 'EMAIL', alert_stop_type = 'RECORD_EVENT_INSTRUMENT_INSTANCE', alert_expiration = '', form_name = 'contato_semanal', form_name_event = '1visit_arm_1', alert_condition = '[wk_safety] = '1'', ensure_logic_still_true = 'no', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = 'gsplmoura@hcrp.usp.br', email_from_display = 'REDCap', email_to = 'gsplmoura@usp.br', phone_number_to = '', email_cc = '', email_bcc = '', email_subject = 'Alerta de evento adverso: avaliação de nexo causal ', alert_message = '[record_id] [form-link:contato_semanal][current-instance] Segurança Sintoma: [1visit_arm_1][wk_symptoms_note][current-instance]Início: [1visit_arm_1][wk_start][current-instance]Intensidade: [1visit_arm_1][wk_c120071][current-instance]Os sintomas já se resolveram? [1visit_arm_1][wk_c25471][current-instance]Se sim, há quantos dias? [1visit_arm_1][wk_c178992][current-instance] Aderência: Tem tomado as cápsulas como orientado? [1visit_arm_1][wk_adherence][current-instance]- Por que não? [1visit_arm_1][wk_adherence_whyno][current-instance]Esqueceu alguma dose na última semana? [1visit_arm_1][wk_lostdose][current-instance]', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'now', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '', cron_send_email_on_time_lag_hours = '', cron_send_email_on_time_lag_minutes = '', cron_send_email_on_field = '', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:52",gsplmoura,"Manage/Design Re-evaluate alerts ","Re-evaluate alert #13, #1, #2, #3, #8, #11, #9, #12, #6, #5, #7, #4, #10: 42 notifications were scheduled (and 0 already-scheduled notifications were unscheduled) across a total of 13 records.",
"2023-09-15 17:52",gsplmoura,"Manage/Design Modify alert ","Alert #2, alert_title = 'Part: Lembrete primeiro exame', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'elegibilidade', form_name_event = 'eleg_arm_1', alert_condition = '[eleg2_labschedule_2] <> '' and [eleg2_labcollect] <> '1'', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: coleta de exame de sangue marcada para [eleg_arm_1][eleg2_labschedule_2] 07h00; LOCAL: [eleg_arm_1][eleg2_whichlab_2] LEMBRETE 12 HORAS DE JEJUM', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][eleg2_labschedule_2]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:52",gsplmoura,"Manage/Design Modify alert ","Alert #3, alert_title = 'Part: Lembrete primeira consulta', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'elegibilidade', form_name_event = 'eleg_arm_1', alert_condition = '[first_visit_2] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: Sua CONSULTA vai ser no dia [eleg_arm_1][first_visit_2]. Lembre-se de chegar em JEJUM DE 4 HORAS PARA ALIMENTOS E 2 HORAS PARA LIQUIDOS', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][first_visit_2]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:51",gsplmoura,"Manage/Design Modify alert ","Alert #9, alert_title = 'Part: Lembrete 2ª consulta', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'datas_importantes', form_name_event = 'eleg_arm_1', alert_condition = '[visit2_schedule] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: Sua CONSULTA vai ser no dia [eleg_arm_1][visit2_schedule]. Lembre-se de chegar em JEJUM DE 4 HORAS PARA ALIMENTOS E 2 HORAS PARA LIQUIDOS', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][visit2_schedule]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:51",gsplmoura,"Manage/Design Modify alert ","Alert #12, alert_title = 'Part: Lembrete 3ª consulta', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'datas_importantes', form_name_event = 'eleg_arm_1', alert_condition = '[visit3_schedule] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: Sua CONSULTA vai ser no dia [eleg_arm_1][visit3_schedule]. Lembre-se de chegar em JEJUM DE 4 HORAS PARA ALIMENTOS E 2 HORAS PARA LIQUIDOS', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][visit3_schedule]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:50",gsplmoura,"Manage/Design Modify alert ","Alert #13, alert_title = 'PP: Instrumento conclusão preenchido!', alert_type = 'EMAIL', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'concluso', form_name_event = 'any', alert_condition = '', ensure_logic_still_true = 'no', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = 'gsplmoura@usp.br', email_from_display = '', email_to = 'gsplmoura@usp.br', phone_number_to = '', email_cc = '', email_bcc = '', email_subject = 'Instrumento Conclusão preenchido para [record_id]', alert_message = 'Instrumento Conclusão preenchido para [record_id]', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'now', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '', cron_send_email_on_time_lag_hours = '', cron_send_email_on_time_lag_minutes = '', cron_send_email_on_field = '', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:50",gsplmoura,"Manage/Design Modify alert ","Alert #11, alert_title = 'Part: lembrete 3º exame', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'exames_laboratoriais', form_name_event = '3visit_arm_1', alert_condition = '[eleg2_labschedule] <> '' and [eleg2_whichlab] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: coleta de exame de sangue marcada para [3visit_arm_1][eleg2_labschedule] 07h00; LOCAL: [3visit_arm_1][eleg2_whichlab] LEMBRETE 12 HORAS DE JEJUM', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[3visit_arm_1][eleg2_labschedule]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:49",gsplmoura,"Manage/Design Modify alert ","Alert #10, alert_title = 'EP: Alerta - agende o terceiro exame', alert_type = 'EMAIL', alert_stop_type = 'RECORD_EVENT_INSTRUMENT_INSTANCE', alert_expiration = '', form_name = 'datas_importantes', form_name_event = 'eleg_arm_1', alert_condition = '[date_45d] > 'today' and [3visit_arm_1][eleg2_labschedule] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = 'gsplmoura@hcrp.usp.br', email_from_display = '', email_to = 'danilodasilvaleal4@usp.br; mmruy@usp.br', phone_number_to = '', email_cc = '', email_bcc = '', email_subject = 'Alerta: agende o segundo exame', alert_message = 'Agende a coleta do terceiro exame laboratorial do(a) [record_id]', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'yes', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'now', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '', cron_send_email_on_time_lag_hours = '', cron_send_email_on_time_lag_minutes = '', cron_send_email_on_field = '', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:49",gsplmoura,"Manage/Design Modify alert ","Alert #9, alert_title = 'Part: Alerta 2ª consulta', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'datas_importantes', form_name_event = 'eleg_arm_1', alert_condition = '[visit2_schedule] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: Sua CONSULTA vai ser no dia [eleg_arm_1][visit2_schedule]. Lembre-se de chegar em JEJUM DE 4 HORAS PARA ALIMENTOS E 2 HORAS PARA LIQUIDOS', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][visit2_schedule]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:48",gsplmoura,"Manage/Design Modify alert ","Alert #8, alert_title = 'Part: Alerta 2º exame', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'exames_laboratoriais', form_name_event = '2visit_arm_1', alert_condition = '[eleg2_labschedule] <> '' and [eleg2_whichlab] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: coleta de exame de sangue marcada para [2visit_arm_1][eleg2_labschedule] 07h00; LOCAL: [2visit_arm_1][eleg2_whichlab] LEMBRETE 12 HORAS DE JEJUM', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[2visit_arm_1][eleg2_labschedule]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:48",gsplmoura,"Manage/Design Modify alert ","Alert #7, alert_title = 'PP: Alerta de evento adverso - avaliação de nexo causal ', alert_type = 'EMAIL', alert_stop_type = 'RECORD_EVENT_INSTRUMENT_INSTANCE', alert_expiration = '', form_name = 'contato_semanal', form_name_event = '1visit_arm_1', alert_condition = '[wk_safety] = '1'', ensure_logic_still_true = 'no', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = 'gsplmoura@hcrp.usp.br', email_from_display = 'REDCap', email_to = 'gsplmoura@usp.br', phone_number_to = '', email_cc = '', email_bcc = '', email_subject = 'Alerta de evento adverso: avaliação de nexo causal ', alert_message = '[record_id] relatou um sintoma novo que acredita que pode estar associado ao tratamento: [form-link:contato_semanal][current-instance]', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'now', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '', cron_send_email_on_time_lag_hours = '', cron_send_email_on_time_lag_minutes = '', cron_send_email_on_field = '', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:47",gsplmoura,"Manage/Design Modify alert ","Alert #6, alert_title = 'Part: Lembrete - iniciar caps após coleta de exames', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'avaliao_mdica', form_name_event = '1visit_arm_1', alert_condition = '[c133396] <> '' and [c133396] <> [md_date] and [c133396_labsdelay] = '1'', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'yes', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: lembrete de INICIAR MEDICAMENTO hoje, depois de coletar os exames. Dose: 2 caps no café da manha, 2 caps no almoco, 2 caps no jantar.', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '0', cron_send_email_on_time_lag_hours = '8', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[1visit_arm_1][c133396]', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:47",gsplmoura,"Manage/Design Modify alert ","Alert #5, alert_title = 'Part: Lembrete - iniciar caps', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'avaliao_mdica', form_name_event = '1visit_arm_1', alert_condition = '[c133396] <> '' and [c133396] <> [md_date] and [c133396_labsdelay] = '0'', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'yes', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: lembrete de INICIAR MEDICAMENTO hoje. Dose: 2 caps no café da manha, 2 caps no almoco, 2 caps no jantar.', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '0', cron_send_email_on_time_lag_hours = '8', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[1visit_arm_1][c133396]', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:47",gsplmoura,"Manage/Design Modify alert ","Alert #4, alert_title = 'EP: Alerta - agende o segundo exame', alert_type = 'EMAIL', alert_stop_type = 'RECORD_EVENT_INSTRUMENT_INSTANCE', alert_expiration = '', form_name = 'datas_importantes', form_name_event = 'eleg_arm_1', alert_condition = '[eleg_arm_1][c83129] <> '' and [2visit_arm_1][eleg2_labschedule] = ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = 'gsplmoura@hcrp.usp.br', email_from_display = '', email_to = 'danilodasilvaleal4@usp.br; mmruy@usp.br', phone_number_to = '', email_cc = '', email_bcc = '', email_subject = 'Alerta: agende o segundo exame', alert_message = 'Agende a coleta do segundo exame laboratorial do(a) [record_id]', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'yes', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'now', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '', cron_send_email_on_time_lag_hours = '', cron_send_email_on_time_lag_minutes = '', cron_send_email_on_field = '', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:47",gsplmoura,"Manage/Design Modify alert ","Alert #3, alert_title = 'Part: Alerta primeira consulta', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'elegibilidade', form_name_event = 'eleg_arm_1', alert_condition = '[first_visit_2] <> ''', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: Sua CONSULTA vai ser no dia [eleg_arm_1][first_visit_2]. Lembre-se de chegar em JEJUM DE 4 HORAS PARA ALIMENTOS E 2 HORAS PARA LIQUIDOS', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][first_visit_2]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:46",gsplmoura,"Manage/Design Modify alert ","Alert #2, alert_title = 'Part: Alerta primeiro exame', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'elegibilidade', form_name_event = 'eleg_arm_1', alert_condition = '[eleg2_labschedule_2] <> '' and [eleg2_labcollect] <> '1'', ensure_logic_still_true = 'yes', prevent_piping_identifiers = 'no', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'PESQUISA: coleta de exame de sangue marcada para [eleg_arm_1][eleg2_labschedule_2] 07h00; LOCAL: [eleg_arm_1][eleg2_whichlab_2] LEMBRETE 12 HORAS DE JEJUM', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'time_lag', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '1', cron_send_email_on_time_lag_hours = '4', cron_send_email_on_time_lag_minutes = '0', cron_send_email_on_field = '[eleg_arm_1][eleg2_labschedule_2]', cron_send_email_on_field_after = 'before', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '', cron_repeat_for = '1', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '2', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:46",gsplmoura,"Manage/Design Modify alert ","Alert #1, alert_title = 'Part: Bem vindo!', alert_type = 'SMS', alert_stop_type = 'RECORD', alert_expiration = '', form_name = 'elegibilidade', form_name_event = 'any', alert_condition = '', ensure_logic_still_true = 'no', prevent_piping_identifiers = 'yes', trigger_on_instrument_save_status = 'complete_status_only', email_from = '', email_from_display = '', email_to = '', phone_number_to = '[eleg_arm_1][mobile]', email_cc = '', email_bcc = '', email_subject = '', alert_message = 'Seja bem-vindo! Dr. Gustavo aqui. Durante a pesquisa enviaremos mensagens com lembretes de consultas e exames, ou com links para responder alguns questionarios.', email_failed = '', email_attachment_variable = '', email_attachment1 = '', email_attachment2 = '', email_attachment3 = '', email_attachment4 = '', email_attachment5 = '', trigger_on_every_instrument_save = 'no', email_repetitive_change = '0', email_repetitive_change_calcs = '0', cron_send_email_on = 'next_occurrence', cron_send_email_on_date = '', cron_send_email_on_time_lag_days = '', cron_send_email_on_time_lag_hours = '', cron_send_email_on_time_lag_minutes = '', cron_send_email_on_field = '', cron_send_email_on_field_after = 'after', cron_send_email_on_next_day_type = 'DAY', cron_send_email_on_next_time = '07:00:00', cron_repeat_for = '0', cron_repeat_for_units = 'DAYS', cron_repeat_for_max = '', alert_order = '', sendgrid_template_id = '', sendgrid_template_data = '{}', sendgrid_mail_send_configuration = '{}'",
"2023-09-15 17:45",gsplmoura,"Manage/Design Move alert ","Alert #13: Alerta: agende o terceiro exame (A-314)",
"2023-09-15 17:45",gsplmoura,"Manage/Design Move alert ","Alert #12: Alerta: agende o segundo exame (A-313)",
