variable,eleg_arm_1,V1,V2,V3,included,repeating_instrument,form_name_en
symptom_causality_assessment,0,1,1,1,0,1,symptoms
symptom_intervention_causality,0,1,1,1,0,1,symptoms
symptoms_concat,0,1,1,1,0,1,symptoms
symptoms_complete,0,1,1,1,0,1,symptoms
physical_exam_findings_yn,0,1,1,1,0,1,phy.exam
physical_exam_findings_additional,0,1,1,1,0,1,phy.exam
system,0,1,1,1,0,1,phy.exam
general_appearance,0,1,1,1,0,1,phy.exam
oral_cavity_exam,0,1,1,1,0,1,phy.exam
skin_exam,0,1,1,1,0,1,phy.exam
cardiovascular_exam,0,1,1,1,0,1,phy.exam
respiratory_exam,0,1,1,1,0,1,phy.exam
abdominal_exam,0,1,1,1,0,1,phy.exam
extremities_exam,0,1,1,1,0,1,phy.exam
abnormal_finding_description,0,1,1,1,0,1,phy.exam
abnormal_finding_nonindexed_description,0,1,1,1,0,1,phy.exam
previous_instance_phyexam_concat,0,1,1,1,0,1,phy.exam
current_instance_phyexam_concat2,0,1,1,1,0,1,phy.exam
phy.exam_complete,0,1,1,1,0,1,phy.exam
show_lab_list_yn,0,1,1,1,0,1,labs
lab_request_signed_pdf,0,1,1,1,0,1,labs
lab_protocol_request_pdf,0,1,1,1,0,1,labs
medical_consultation_schedule_date,0,1,1,1,0,1,labs
lab_request_date,0,1,1,1,0,1,labs
lab_scheduled_date,0,1,1,1,0,1,labs
lab_location,0,1,1,1,0,1,labs
labs_date,0,1,1,1,1,1,labs
c_reactive_protein,0,1,1,1,1,1,labs
ast,0,1,1,1,1,1,labs
alt,0,1,1,1,1,1,labs
gamma_gt,0,1,1,1,1,1,labs
alkaline_phosphatase,0,1,1,1,1,1,labs
total_bilirubin,0,1,1,1,1,1,labs
direct_bilirubin,0,1,1,1,1,1,labs
indirect_bilirubin,0,1,1,1,1,1,labs
amylase,0,1,1,1,1,1,labs
total_proteins,0,1,1,1,1,1,labs
albumin,0,1,1,1,1,1,labs
urea,0,1,1,1,1,1,labs
creatinine,0,1,1,1,1,1,labs
glomerular_filtration_rate,0,1,1,1,0,1,labs
cpk,0,1,1,1,1,1,labs
uric_acid,0,1,1,1,1,1,labs
sodium,0,1,1,1,1,1,labs
potassium,0,1,1,1,1,1,labs
calcium_ionic,0,1,1,1,1,1,labs
total_cholesterol,0,1,1,1,1,1,labs
ldl,0,1,1,1,1,1,labs
hba1c,0,1,1,1,1,1,labs
triglycerides,0,1,1,1,1,1,labs
hdl,0,1,1,1,1,1,labs
fasting_glucose,0,1,1,1,1,1,labs
insulin,0,1,1,1,1,1,labs
homa_ir,0,1,1,1,1,1,labs
quick_index,0,1,1,1,1,1,labs
beta_hcg,0,1,1,1,1,1,labs
hemoglobin,0,1,1,1,1,1,labs
hematocrit,0,1,1,1,1,1,labs
leukocytes,0,1,1,1,1,1,labs
platelets,0,1,1,1,1,1,labs
tsh,0,1,1,1,1,1,labs
t4_free,0,1,1,1,1,1,labs
lab_exam_pdf,0,1,1,1,0,1,labs
other_lab_tests_yn,0,1,1,1,0,1,labs
labs_notes,0,1,1,1,1,1,labs
labs_checked_results,0,1,1,1,1,1,labs
lab_metadata,0,1,1,1,0,1,labs
labs_complete,0,1,1,1,0,1,labs
ecg_timestamp,0,1,1,1,0,0,ecg
ecg_performed,0,1,1,1,0,0,ecg
reason_not_performed_ecg,0,1,1,1,0,0,ecg
ecg_pdf_upload,0,1,1,1,0,0,ecg
amplitude_standard,0,1,1,1,0,0,ecg
heart_rate_bpm,0,1,1,1,0,0,ecg
sample_time_s,0,1,1,1,0,0,ecg
qrs_interval_ms,0,1,1,1,0,0,ecg
pr_interval_ms,0,1,1,1,0,0,ecg
qt_interval_ms,0,1,1,1,0,0,ecg
qtc_interval_ms,0,1,1,1,0,0,ecg
qrs_axis_degrees,0,1,1,1,0,0,ecg
rhythm,0,1,1,1,0,0,ecg
normal_ecg,0,1,1,1,0,0,ecg
ecg_findings_lbbb,0,1,1,1,0,0,ecg
ecg_findings_rbbb,0,1,1,1,0,0,ecg
ecg_findings_av_block,0,1,1,1,0,0,ecg
ecg_findings_st_changes,0,1,1,1,0,0,ecg
ecg_findings_abnormal_q_waves,0,1,1,1,0,0,ecg
ecg_findings_nonspecific_intraventricular_conduction_delay,0,1,1,1,0,0,ecg
ecg_findings_no_info,0,1,1,1,0,0,ecg
ecg_findings_unknown,0,1,1,1,0,0,ecg
ecg_findings_not_asked,0,1,1,1,0,0,ecg
ecg_findings_asked_but_unknown,0,1,1,1,0,0,ecg
ecg_findings_invalid,0,1,1,1,0,0,ecg
ecg_findings_na,0,1,1,1,0,0,ecg
ecg_text_prompt,0,1,1,1,0,0,ecg
ecg_audit_data,0,1,1,1,0,0,ecg
ecg_technical_quality,0,1,1,1,0,0,ecg
ecg_measurement_checked,0,1,1,1,0,0,ecg
show_ecg_metadata_yn,0,1,1,1,0,0,ecg
ecg,0,1,1,1,0,0,ecg
taking_as_directed,0,0,1,1,1,1,compliance
dosage_schedule,0,0,1,1,1,1,compliance
alternative_schedule,0,0,1,1,1,1,compliance
reminder_method,0,0,1,1,1,1,compliance
alternative_reminder,0,0,1,1,1,1,compliance
missed_study_medication,0,0,1,1,1,1,compliance
missed_dose_count,0,0,1,1,1,1,compliance
missed_dose_timing,0,0,1,1,1,1,compliance
missed_dose_timing_other,0,0,1,1,1,1,compliance
medication_discontinuation,0,0,1,1,1,1,compliance
discontinuation_duration,0,0,1,1,1,1,compliance
discontinuation_reason,0,0,1,1,1,1,compliance
discontinuation_reason_other,0,0,1,1,1,1,compliance
ran_out_of_medication,0,0,1,1,1,1,compliance
ran_out_reason,0,0,1,1,1,1,compliance
daily_routine_change_medication_adherence_yn,0,0,1,1,0,1,compliance
daily_routine_change_specify,0,0,1,1,0,1,compliance
perceived_improvement,0,0,1,1,1,1,compliance
improvements_reported,0,0,1,1,1,1,compliance
challenges_taking_medication,0,0,1,1,1,1,compliance
specify_challenges_medication_adherence,0,0,1,1,0,1,compliance
medication_confidence_scale,0,0,1,1,1,1,compliance
overall_compliance_rate,0,0,1,1,1,1,compliance
compliance_complete,0,0,1,1,1,1,compliance
adverse_event_evaluation_date,0,1,1,1,0,1,adverse events
adverse_event_this_cycle_yn,0,1,1,1,0,1,adverse events
serious_adverse_event_yn,0,1,1,1,0,1,adverse events
adverse_event,0,1,1,1,0,1,adverse events
adverse_event_description,0,1,1,1,0,1,adverse events
adverse_event_classification,0,1,1,1,0,1,adverse events
adverse_event_grade,0,1,1,1,0,1,adverse events
adverse_event_start_date,0,1,1,1,0,1,adverse events
adverse_event_end_date,0,1,1,1,0,1,adverse events
adverse_event_attribution,0,1,1,1,0,1,adverse events
adverse_event_action_taken,0,1,1,1,0,1,adverse events
adverse_event_followup,0,1,1,1,0,1,adverse events
additional_adverse_events_yn,0,1,1,1,0,1,adverse events
adverse_event_concat,0,1,1,1,0,1,adverse events
adverse_complete,0,1,1,1,1,1,adverse events
evaluation_date,0,1,1,1,1,0,medical
pipe_comorbidities,0,1,1,1,0,0,medical
diuretic_use,0,1,1,1,1,0,medical
diuretic_dose_change,0,1,1,1,1,0,medical
pipe_current_medications,0,1,1,1,0,0,medical
pipe_previous_medications,0,1,1,1,0,0,medical
pipe_medical_history,0,1,1,1,0,0,medical
menses,0,1,1,1,1,0,medical
regular_cycle,0,1,1,1,1,0,medical
cycle_duration,0,1,1,1,1,0,medical
last_menses,0,1,1,1,1,0,medical
ovulation_days_after_lmp,0,1,1,1,0,0,medical
next_ovulation_date,0,1,1,1,0,0,medical
next_menses_date,0,1,1,1,0,0,medical
cycle_phase,0,1,1,1,1,0,medical
drugs_dose_change,0,1,1,1,1,0,medical
drugs_dose_change_notes,0,1,1,1,1,0,medical
pipe_symptoms_1st_visit,0,1,1,1,0,0,medical
pipe_symptoms_2nd_visit,0,1,1,1,0,0,medical
pipe_symptoms_3rd_visit,0,1,1,1,0,0,medical
phy_exam_1st_concat,0,1,1,1,0,0,medical
phy_exam_2nd_concat,0,1,1,1,0,0,medical
phy_exam_3rd_concat,0,1,1,1,0,0,medical
show_lab_yn,0,1,1,1,0,0,medical
lab_tests_yn,0,1,1,1,0,0,medical
lab_tests_not_performed_reason,0,1,1,1,0,0,medical
lab_tests_checked_yn,0,1,1,1,0,0,medical
abnormal_labs,0,1,1,1,1,0,medical
abnormal_labs_conduct,0,1,1,1,1,0,medical
intervention_prevention_reason_yn,0,1,1,1,0,0,medical
specify_intervention_prevention_reasons,0,1,1,1,0,0,medical
intervention_delivered_yn,0,1,1,1,0,0,medical
explain_intervention_not_delivered,0,1,1,1,0,0,medical
date_delivery,0,1,1,1,1,0,medical
explained_dosage,0,1,1,1,1,0,medical
intervention_comprehension_yn,0,1,1,1,0,0,medical
intervention_comprehension_notes,0,1,1,1,0,0,medical
expected_start_date,0,1,1,1,1,0,medical
expected_start_date_capsules,0,1,1,1,0,0,medical
start_after_lab,0,1,1,1,1,0,medical
additional_notes_actions_yn,0,1,1,1,0,0,medical
medical_conduct,0,1,1,1,1,0,medical
medical_complete,0,1,1,1,0,0,medical
weekly_followup_timestamp,0,1,0,0,0,1,followup
is_data_entry_form_yn,0,1,0,0,0,1,followup
interviewer_followup,0,1,0,0,0,1,followup
first_contact_attempt_datetime,0,1,0,0,0,1,followup
first_contact_successful_yn,0,1,0,0,0,1,followup
second_contact_attempt_datetime,0,1,0,0,0,1,followup
second_contact_successful_yn,0,1,0,0,0,1,followup
third_contact_attempt_datetime,0,1,0,0,0,1,followup
third_contact_successful_yn,0,1,0,0,0,1,followup
fourth_contact_attempt_datetime,0,1,0,0,0,1,followup
fourth_contact_successful_yn,0,1,0,0,0,1,followup
fifth_contact_attempt_datetime,0,1,0,0,0,1,followup
fifth_contact_successful_yn,0,1,0,0,0,1,followup
sixth_contact_attempt_datetime,0,1,0,0,0,1,followup
sixth_contact_successful_yn,0,1,0,0,0,1,followup
seventh_contact_attempt_datetime,0,1,0,0,0,1,followup
seventh_contact_successful_yn,0,1,0,0,0,1,followup
eighth_contact_attempt_datetime,0,1,0,0,0,1,followup
eighth_contact_successful_yn,0,1,0,0,0,1,followup
ninth_contact_attempt_datetime,0,1,0,0,0,1,followup
ninth_contact_successful_yn,0,1,0,0,0,1,followup
tenth_contact_attempt_datetime,0,1,0,0,0,1,followup
tenth_contact_successful_yn,0,1,0,0,0,1,followup
symptoms_since_treatment,0,1,0,0,1,1,followup
symptoms_description,0,1,0,0,1,1,followup
contact_info_start_days,0,1,0,0,0,1,followup
onset_days,0,1,0,0,1,1,followup
contact_info_severity,0,1,0,0,0,1,followup
severity_scale,0,1,0,0,1,1,followup
symptoms_resolved,0,1,0,0,1,1,followup
contact_info_duration_days,0,1,0,0,0,1,followup
resolved_days,0,1,0,0,1,1,followup
capsules_compliance,0,1,0,0,1,1,followup
missed_dose_last_week,0,1,0,0,1,1,followup
reason_not_compliant,0,1,0,0,1,1,followup
questions_yn,0,1,0,0,0,1,followup
question_notes,0,1,0,0,0,1,followup
questions_resolved_yn,0,1,0,0,0,1,followup
pdf_survey_upload,0,1,0,0,0,1,followup
followup_complete,0,1,0,0,1,1,followup
completed_intervention,1,0,0,0,1,0,conclusion
conclusion_date,1,0,0,0,1,0,conclusion
non_completion_reason,1,0,0,0,1,0,conclusion
conclusion_info_view_yn,1,0,0,0,0,0,conclusion
ethical_additional_measures_details,1,0,0,0,0,0,conclusion
ethical_additional_measures_yn,1,0,0,0,0,0,conclusion
ethical_additional_measures_info,1,0,0,0,0,0,conclusion
conclusion_complete,1,0,0,0,0,0,conclusion
attachment_insertion_date,1,0,0,0,0,1,annex
attachment_type,1,0,0,0,0,1,annex
attachment_file_date,1,0,0,0,0,1,annex
attachment_other_specify,1,0,0,0,0,1,annex
attachment_file_upload,1,0,0,0,0,1,annex
attachment_notes,1,0,0,0,0,1,annex
attachment_complete_yn,1,0,0,0,0,1,annex
